request_id,request_type,computation_delay,propagation_delay,transmission_delay,queueing_delay,total_latency
8777,pp,0.002838,0.020500,0.021500,106.660889,44.838325
8778,p,0.003780,0.005150,0.019200,137.969727,28.129849
8779,sp,0.018754,0.006400,0.018500,154.185547,43.653690
8780,d,0.002385,0.007050,0.022000,30.071289,31.435393
8781,sd,0.018668,0.014800,0.018500,46.964111,51.967773
8782,ss,0.018821,0.017250,0.018500,64.867432,54.570769
8783,pss,0.002833,0.012450,0.022000,96.147705,37.282709
8784,sp,0.018754,0.020150,0.019200,122.058105,58.103690
8785,d,0.002385,0.008400,0.020000,20.077881,30.785393
8786,p,0.003780,0.007250,0.021500,53.105469,32.529849
8787,p,0.003780,0.009550,0.018500,86.902100,31.829849
8788,s,0.023128,0.011050,0.020000,114.422363,54.178351
8789,ps,0.002840,0.003700,0.018500,144.920898,25.039786
8790,p,0.003780,0.007650,0.020000,40.961670,31.429849
8791,dp,0.002464,0.007450,0.021500,67.390869,31.414344
8792,ddp,0.002502,0.023000,0.019200,78.043213,44.701712
8793,p,0.003780,0.004500,0.019200,97.930908,27.479849
8794,p,0.003780,0.016600,0.019200,125.110352,39.579849
8800,p,0.003780,0.007800,0.021500,40.616211,33.079849
8801,dp,0.002464,0.013700,0.022000,66.322266,38.164344
8802,dd,0.002426,0.010800,0.021500,82.459473,34.725915
8803,sdd,0.018511,0.017850,0.019200,98.322021,55.560933
8804,d,0.002385,0.005800,0.019200,108.830566,27.385393
8795,d,0.002385,0.009150,0.022000,29.777832,33.535393
8796,dd,0.002426,0.016600,0.021500,46.272949,40.525915
8797,sdd,0.018511,0.017600,0.020000,63.191162,56.110933
8798,ps,0.002840,0.031850,0.019200,91.232422,53.889786
8799,dps,0.002445,0.014150,0.019200,116.988037,35.794936
8815,p,0.003780,0.007650,0.018500,26.992188,29.929849
8816,dp,0.002464,0.017850,0.019200,52.340332,39.514344
8817,sdp,0.018492,0.008100,0.022000,68.422363,48.591971
8818,dsdp,0.002604,0.008750,0.021500,84.495605,32.853992
8819,ddsd,0.002653,0.024350,0.018500,100.503174,45.503469
8805,p,0.003780,0.012600,0.018500,31.348145,34.879849
8806,dp,0.002464,0.011050,0.020000,59.571777,33.514344
8807,ddp,0.002502,0.010000,0.018500,76.048828,31.001712
8808,pdp,0.002932,0.011600,0.018500,103.444824,33.031683
8809,p,0.003780,0.013550,0.019200,141.479736,36.529849
8810,s,0.023128,0.007500,0.019200,39.913330,49.828351
8811,ps,0.002840,0.009800,0.019200,68.648682,31.839786
8812,d,0.002385,0.013950,0.018500,89.062012,34.835393
8813,pdps,0.002951,0.021700,0.021500,109.804443,46.150740
8814,dd,0.002426,0.015150,0.022000,132.011719,39.575915
8820,p,0.003780,0.015950,0.018500,40.975830,38.229849
8821,pp,0.002838,0.008950,0.019200,78.499512,30.988325
8822,sp,0.018754,0.007100,0.022000,103.666016,47.853690
8823,ps,0.002840,0.012050,0.021500,134.104736,36.389786
8824,dp,0.002464,0.011150,0.021500,159.813721,35.114344
8825,p,0.003780,0.010800,0.022000,27.324707,36.579849
8826,dp,0.002464,0.008100,0.020000,61.183594,30.564344
8827,sd,0.018668,0.011100,0.022000,77.158447,51.767773
8828,ssd,0.018735,0.027950,0.019200,92.904785,65.884503
8829,pss,0.002833,0.010800,0.020000,120.412354,33.632709
8830,d,0.002385,0.027300,0.020000,30.827637,49.685393
8831,pd,0.002977,0.015600,0.018500,58.601074,37.077001
8832,pp,0.002838,0.015350,0.018500,95.230957,36.688325
8833,p,0.003780,0.007900,0.020000,134.983154,31.679849
8834,sp,0.018754,0.010450,0.020000,162.366943,49.203690
8835,p,0.003780,0.019800,0.022000,42.082275,45.579849
8836,sp,0.018754,0.013400,0.018500,68.446289,50.653690
8837,ssp,0.018787,0.009950,0.018500,84.430908,47.237195
8838,pss,0.002833,0.011200,0.020000,113.309814,34.032709
8839,p,0.003780,0.014350,0.018500,150.845947,36.629849
8840,d,0.002385,0.013350,0.021500,33.947266,37.235393
8841,sd,0.018668,0.008100,0.022000,56.130371,48.767773
8842,ps,0.002840,0.009100,0.021500,86.447266,33.439786
8843,sps,0.018360,0.041800,0.022000,112.766602,82.160251
8844,ss,0.018821,0.006100,0.018500,129.106201,43.420769
