Iteration,Combination,Total Processing Time (sec),Total Execution Time (sec),Scripts Executed,Individual Processing Times,Individual Execution Times,Files Processed Per Script,First Image Pixels,First Audio Samples,Image Source Dir,Audio Source Dir,Peak RAM Usage (MB),Peak GPU Usage (%),Peak GPU Memory (MB),Average CPU Usage Per Core,Number of Cores Used,Average GPU Clock (MHz),Total RAM (GB),Total CPU Cores,Total GPU Memory (GB),CPU Model,GPU Model
1,dppsd,0.06495026494604841,126.64879298210144,"Detect, Predict, Predict, Speech, Detect","0.008108, 0.008926, 0.007641, 0.030858, 0.009417","24.088, 27.276, 24.879, 26.562, 23.844","508, 508, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,13721.078125,44,2646.5625,"1.8, 0.4, 29.3, 0.9, 51.0, 3.3, 40.6, 19.3, 33.1, 15.8, 2.7, 20.6, 52.8, 0.1, 8.9, 15.4, 98.6, 1.1, 70.9, 1.5, 5.4, 0.5, 2.8, 81.4, 13.6, 4.6, 2.5, 40.3, 47.2, 100.0, 33.0, 14.1",20,1986.7527010804322,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dppsp,0.06671341681248177,126.27344632148743,"Detect, Predict, Predict, Speech, Predict","0.007522, 0.008940, 0.008633, 0.032745, 0.008873","21.942, 26.013, 26.581, 26.410, 25.327","508, 508, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,13759.99609375,45,2646.5625,"2.8, 0.8, 13.6, 0.7, 22.2, 10.0, 1.1, 14.6, 14.7, 59.5, 13.5, 34.2, 16.4, 0.1, 22.0, 22.0, 97.8, 0.5, 86.5, 0.9, 64.4, 5.6, 1.1, 85.5, 18.8, 24.6, 5.8, 7.3, 8.0, 100.0, 40.5, 17.6",24,2003.710843373494,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dppds,0.06421462474482356,127.3566107749939,"Detect, Predict, Predict, Detect, Speech","0.008059, 0.009593, 0.008968, 0.008475, 0.029120","22.999, 26.566, 25.373, 24.635, 27.784","508, 508, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,13749.609375,44,2646.5625,"2.0, 16.9, 34.5, 11.2, 45.9, 8.0, 2.0, 59.0, 28.5, 82.1, 21.6, 9.4, 5.7, 21.8, 0.4, 9.1, 97.5, 1.4, 65.8, 1.8, 16.1, 2.1, 1.2, 41.1, 7.8, 2.3, 3.8, 12.1, 12.7, 78.5, 100.0, 12.0",23,1971.5770609318997,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dppdd,0.04141031102362205,120.54066824913025,"Detect, Predict, Predict, Detect, Detect","0.008214, 0.008910, 0.008931, 0.008177, 0.007180","23.638, 25.489, 25.732, 24.414, 21.268","508, 508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,13069.09765625,36,1052.5625,"5.1, 46.0, 35.8, 1.0, 7.5, 8.7, 22.5, 19.3, 33.0, 93.8, 56.8, 29.5, 12.4, 30.6, 93.0, 6.1, 83.3, 10.6, 64.3, 0.6, 5.7, 91.8, 2.4, 1.3, 2.9, 6.4, 3.5, 7.4, 7.3, 6.7, 7.1, 8.7",26,2055.5107187894073,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dppdp,0.0436158188976378,125.68968296051025,"Detect, Predict, Predict, Detect, Predict","0.008064, 0.010196, 0.009093, 0.008164, 0.008098","23.912, 27.152, 26.567, 23.930, 24.128","508, 508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,13082.09765625,14,1052.5625,"2.4, 9.6, 11.9, 39.5, 0.5, 37.4, 39.4, 5.8, 21.2, 28.0, 12.4, 36.4, 2.0, 18.8, 94.0, 7.1, 80.9, 90.5, 9.1, 0.5, 0.3, 62.7, 0.9, 1.0, 9.2, 7.8, 87.9, 64.0, 2.7, 4.0, 0.1, 9.7",22,2059.891304347826,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dppps,0.04825691724992709,87.20718336105347,"Detect, Predict, Predict, Predict, Speech","0.005593, 0.005851, 0.006154, 0.006500, 0.024159","17.385, 17.197, 17.575, 17.627, 17.423","508, 508, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,13514.74609375,56,2646.5625,"3.7, 58.7, 0.5, 11.3, 16.4, 10.9, 11.5, 0.8, 2.1, 0.7, 13.2, 39.4, 5.6, 12.2, 100.0, 22.6, 77.4, 20.6, 2.2, 3.0, 4.3, 89.2, 0.4, 1.4, 1.2, 0.8, 7.9, 60.7, 11.2, 6.7, 0.0, 26.1",19,2068.7478260869566,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dpppd,0.02263682874015748,62.62662386894226,"Detect, Predict, Predict, Predict, Detect","0.005318, 0.005695, 0.004022, 0.003947, 0.003656","14.744, 16.523, 11.265, 10.576, 9.518","508, 508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12888.00390625,24,1052.5625,"4.1, 0.6, 12.8, 0.6, 38.8, 38.8, 0.3, 0.4, 32.2, 0.8, 10.5, 0.2, 0.7, 11.5, 24.7, 22.9, 80.3, 0.1, 3.3, 0.4, 23.5, 61.2, 0.2, 1.0, 11.4, 0.6, 7.4, 100.0, 2.1, 3.1, 0.3, 25.6",15,2262.722891566265,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dpppp,0.0167973405511811,46.217591524124146,"Detect, Predict, Predict, Predict, Predict","0.003698, 0.003835, 0.003162, 0.002739, 0.003364","9.530, 10.434, 9.018, 8.105, 9.130","508, 508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12659.66015625,28,1053.125,"17.3, 1.6, 0.1, 2.8, 7.6, 24.1, 0.5, 0.7, 44.4, 24.0, 0.9, 0.1, 0.1, 1.2, 0.6, 18.0, 70.9, 2.3, 1.0, 2.0, 8.3, 24.8, 11.1, 0.4, 4.0, 0.1, 0.5, 47.4, 1.9, 0.7, 1.1, 33.4",12,2349.087947882736,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pssss,0.06931093088363956,43.39581489562988,"Predict, Speech, Speech, Speech, Speech","0.002870, 0.016543, 0.016566, 0.016664, 0.016667","8.335, 9.106, 8.795, 8.699, 8.460","508, 54, 54, 54, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,13094.10546875,75,2647.125,"58.8, 2.2, 0.5, 1.7, 1.2, 1.2, 0.8, 1.1, 22.1, 0.7, 0.8, 1.2, 1.0, 0.7, 0.5, 20.3, 38.5, 0.5, 1.4, 4.3, 2.0, 1.4, 1.8, 1.4, 2.2, 1.3, 1.1, 0.6, 0.9, 1.4, 2.3, 40.7",5,2091.6145833333335,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psssd,0.055034606663750374,41.29512619972229,"Predict, Speech, Speech, Speech, Detect","0.002696, 0.016615, 0.016663, 0.016538, 0.002523","7.654, 8.708, 8.690, 9.305, 6.938","508, 54, 54, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,13107.9296875,73,2647.125,"9.4, 0.8, 0.8, 0.5, 0.9, 0.9, 1.0, 0.8, 3.6, 1.6, 1.0, 0.5, 0.8, 0.1, 5.0, 27.5, 90.3, 0.8, 0.9, 1.0, 0.8, 1.0, 0.6, 0.8, 10.5, 1.0, 1.1, 0.9, 2.2, 1.2, 7.9, 25.4",7,2212.7454545454543,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psssp,0.05527286752697579,41.95023512840271,"Predict, Speech, Speech, Speech, Predict","0.002762, 0.016655, 0.016540, 0.016609, 0.002707","7.685, 8.968, 8.440, 9.302, 7.556","508, 54, 54, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,13095.15234375,75,2647.125,"30.3, 1.7, 1.0, 1.6, 0.9, 1.2, 2.4, 1.1, 4.7, 1.3, 0.7, 1.3, 12.6, 0.6, 2.3, 36.4, 53.6, 0.1, 1.6, 0.0, 0.8, 1.2, 1.1, 0.3, 0.5, 1.1, 1.9, 0.3, 11.8, 1.3, 0.5, 17.7",6,2222.9032258064517,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pssds,0.05468753900554098,43.452868938446045,"Predict, Speech, Speech, Detect, Speech","0.002584, 0.016631, 0.016686, 0.002418, 0.016369","7.301, 9.211, 12.111, 6.766, 8.065","508, 54, 54, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12161.30859375,76,2647.125,"2.7, 4.7, 1.1, 0.7, 1.5, 1.7, 11.9, 1.1, 0.8, 0.8, 0.4, 0.7, 0.9, 0.7, 0.1, 16.1, 3.7, 11.7, 1.0, 0.1, 0.0, 0.9, 1.5, 1.0, 1.3, 0.4, 0.9, 0.5, 0.4, 0.6, 1.2, 22.3",4,2239.84375,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pssdd,0.040722141586468356,58.467806339263916,"Predict, Speech, Speech, Detect, Detect","0.002604, 0.016612, 0.016566, 0.002536, 0.002404","7.415, 8.673, 28.725, 6.883, 6.772","508, 54, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12163.65625,49,2647.125,"3.8, 0.9, 0.9, 1.3, 1.0, 6.7, 1.5, 0.6, 9.3, 1.0, 0.2, 1.8, 0.6, 0.1, 0.0, 6.5, 0.4, 0.2, 0.1, 0.2, 9.3, 3.9, 0.7, 0.8, 0.2, 0.9, 0.8, 2.2, 0.0, 0.5, 2.2, 9.7",5,2155.090206185567,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pssdp,0.04093722076407116,38.6488561630249,"Predict, Speech, Speech, Detect, Predict","0.002684, 0.016677, 0.016489, 0.002454, 0.002633","7.534, 8.383, 8.586, 6.760, 7.386","508, 54, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12117.9140625,74,2647.125,"2.6, 5.3, 1.4, 0.1, 0.8, 2.7, 0.9, 0.5, 1.4, 1.1, 5.6, 0.5, 2.8, 5.8, 0.3, 7.0, 2.6, 0.8, 0.1, 0.6, 0.3, 12.7, 13.7, 0.9, 0.3, 0.7, 0.2, 0.4, 0.1, 8.4, 2.7, 16.8",8,2320.4474708171206,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pssps,0.054671279965004385,40.233139514923096,"Predict, Speech, Speech, Predict, Speech","0.002579, 0.016599, 0.016538, 0.002575, 0.016380","7.415, 8.883, 8.316, 7.316, 8.303","508, 54, 54, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12171.75,75,2647.125,"13.2, 0.4, 1.1, 0.6, 0.8, 6.2, 0.6, 0.7, 1.0, 0.9, 0.8, 0.5, 1.1, 0.4, 0.3, 10.6, 1.0, 6.2, 5.7, 1.8, 0.5, 12.9, 0.4, 0.4, 0.5, 1.0, 0.7, 2.2, 0.1, 0.7, 1.5, 23.8",7,2249.9438202247193,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psspd,0.0403485124671916,37.875065326690674,"Predict, Speech, Speech, Predict, Detect","0.002588, 0.016430, 0.016359, 0.002573, 0.002398","7.438, 8.193, 8.240, 7.321, 6.683","508, 54, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12087.046875,73,2647.125,"0.8, 0.2, 0.3, 13.2, 0.5, 0.4, 12.2, 0.0, 0.7, 2.9, 0.7, 0.3, 0.1, 1.0, 0.1, 10.1, 1.0, 0.5, 5.5, 1.2, 0.7, 0.9, 18.9, 0.8, 0.6, 0.6, 1.1, 0.9, 3.9, 0.7, 2.7, 16.7",6,2350.0,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psspp,0.040606140274132396,46.11648082733154,"Predict, Speech, Speech, Predict, Predict","0.002573, 0.016347, 0.016484, 0.002624, 0.002578","7.355, 8.030, 16.073, 7.334, 7.324","508, 54, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12072.7734375,73,2647.125,"7.3, 0.3, 0.1, 0.2, 0.3, 0.4, 1.1, 4.4, 0.1, 0.3, 0.4, 1.2, 5.0, 1.0, 0.7, 4.6, 4.7, 0.5, 0.5, 2.2, 12.3, 11.2, 0.6, 4.8, 0.6, 0.5, 0.3, 1.6, 3.6, 0.3, 0.6, 13.1",5,2363.529411764706,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psdss,0.05434781780402449,39.04450964927673,"Predict, Speech, Detect, Speech, Speech","0.002549, 0.016515, 0.002400, 0.016443, 0.016440","7.241, 8.291, 6.714, 8.121, 8.678","508, 54, 508, 54, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12089.41015625,77,2647.125,"1.4, 5.4, 0.2, 5.8, 0.2, 3.5, 1.0, 0.3, 0.2, 0.4, 0.2, 1.0, 0.5, 0.1, 0.1, 9.2, 12.2, 0.9, 1.0, 2.1, 14.1, 2.2, 0.5, 5.7, 1.0, 1.0, 1.0, 0.8, 1.6, 1.1, 2.5, 21.7",7,2185.326923076923,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psdsd,0.040457743219597546,41.34913492202759,"Predict, Speech, Detect, Speech, Detect","0.002593, 0.016334, 0.002482, 0.016650, 0.002398","7.288, 11.830, 6.943, 8.615, 6.673","508, 54, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12165.2421875,75,2647.125,"0.3, 0.5, 0.5, 0.1, 12.7, 1.2, 0.6, 0.8, 1.8, 0.2, 0.5, 0.5, 11.6, 0.4, 0.4, 12.1, 12.5, 0.4, 1.0, 1.3, 0.8, 4.3, 0.3, 0.4, 0.6, 0.8, 0.4, 1.8, 1.6, 0.8, 5.2, 18.1",6,2315.2145454545453,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psdsp,0.040875461796442115,38.12321138381958,"Predict, Speech, Detect, Speech, Predict","0.002608, 0.016708, 0.002423, 0.016545, 0.002592","7.323, 8.149, 6.769, 8.527, 7.355","508, 54, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12144.25,74,2647.125,"0.6, 3.8, 0.7, 0.5, 0.4, 2.1, 1.0, 0.5, 1.3, 0.2, 1.0, 1.1, 0.6, 0.4, 5.7, 13.8, 15.8, 2.6, 14.3, 0.8, 0.6, 12.5, 1.9, 0.5, 3.4, 1.0, 0.1, 0.5, 1.3, 1.1, 0.8, 15.6",6,2359.7244094488187,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psdds,0.04077770836978711,37.70429825782776,"Predict, Speech, Detect, Detect, Speech","0.002668, 0.016843, 0.002390, 0.002488, 0.016388","7.484, 8.559, 6.720, 6.863, 8.079","508, 54, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12092.6875,74,2646.5625,"3.1, 0.0, 0.5, 0.2, 5.0, 1.1, 17.3, 0.4, 2.1, 1.5, 0.3, 0.7, 8.2, 0.6, 0.6, 15.3, 0.6, 0.6, 0.2, 1.1, 0.8, 0.5, 0.8, 0.4, 13.6, 0.5, 0.5, 0.6, 5.2, 0.0, 0.9, 15.3",6,2287.231075697211,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psddd,0.026368448745990085,36.34131169319153,"Predict, Speech, Detect, Detect, Detect","0.002615, 0.016513, 0.002404, 0.002435, 0.002401","7.346, 8.874, 6.688, 6.754, 6.679","508, 54, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12115.27734375,74,2646.5625,"0.1, 0.4, 6.1, 2.2, 0.4, 9.4, 0.9, 0.7, 0.9, 0.1, 0.4, 0.6, 1.1, 0.1, 0.4, 13.5, 14.6, 0.3, 0.0, 0.8, 0.4, 4.2, 25.3, 0.0, 0.2, 0.5, 0.1, 0.0, 0.5, 0.7, 0.3, 14.7",6,2356.8595041322315,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psddp,0.02637623038786818,36.358086585998535,"Predict, Speech, Detect, Detect, Predict","0.002589, 0.016405, 0.002413, 0.002399, 0.002569","7.315, 8.343, 6.662, 6.721, 7.317","508, 54, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12075.86328125,71,2646.5625,"14.7, 9.8, 0.2, 5.5, 2.1, 1.1, 0.0, 0.2, 0.4, 0.2, 0.2, 0.2, 0.3, 2.0, 0.3, 8.9, 13.2, 2.7, 14.8, 0.0, 0.7, 0.3, 0.2, 0.1, 0.0, 0.2, 0.2, 0.9, 0.3, 0.4, 0.0, 20.0",7,2400.504132231405,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psdps,0.040592288130650335,38.34858441352844,"Predict, Speech, Detect, Predict, Speech","0.002622, 0.016408, 0.002511, 0.002585, 0.016467","7.407, 8.625, 6.834, 7.372, 8.112","508, 54, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12162.25,73,2646.5625,"5.1, 0.8, 0.8, 0.3, 0.8, 1.2, 2.6, 13.1, 1.2, 0.2, 0.4, 2.6, 0.6, 1.1, 0.4, 9.7, 1.5, 0.5, 0.1, 1.3, 0.1, 4.8, 14.8, 0.9, 0.5, 1.7, 12.4, 0.1, 0.1, 0.5, 0.6, 19.3",6,2271.176470588235,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psdpd,0.026943956036745403,36.810588121414185,"Predict, Speech, Detect, Predict, Detect","0.002619, 0.016753, 0.002470, 0.002677, 0.002426","7.361, 8.559, 6.708, 7.461, 6.723","508, 54, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12073.15234375,32,2646.5625,"0.4, 0.7, 0.9, 12.2, 0.5, 1.4, 1.5, 0.5, 0.1, 0.6, 1.7, 0.4, 0.0, 0.1, 0.8, 4.3, 1.6, 0.6, 0.2, 13.4, 0.1, 1.0, 14.5, 0.0, 0.8, 0.1, 4.2, 0.1, 0.5, 0.4, 0.9, 36.4",4,2405.0204081632655,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psdpp,0.02716766017789443,38.91825842857361,"Predict, Speech, Detect, Predict, Predict","0.002644, 0.016780, 0.002487, 0.002684, 0.002574","7.451, 9.882, 6.788, 7.508, 7.290","508, 54, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12138.08984375,76,2646.5625,"0.4, 0.5, 5.4, 0.4, 0.7, 2.0, 0.5, 0.0, 17.8, 0.9, 0.0, 0.3, 0.5, 0.0, 0.9, 14.3, 0.5, 13.3, 0.1, 0.7, 0.1, 5.7, 1.8, 0.8, 0.5, 1.2, 0.5, 0.8, 0.1, 0.5, 0.5, 28.7",6,2419.054054054054,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pspss,0.05453491542723826,39.60135889053345,"Predict, Speech, Predict, Speech, Speech","0.002570, 0.016528, 0.002661, 0.016329, 0.016447","7.310, 8.498, 7.400, 8.078, 8.316","508, 54, 508, 54, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12145.94140625,75,2646.5625,"18.0, 0.5, 1.6, 0.4, 0.8, 0.6, 13.4, 0.8, 0.7, 0.6, 0.5, 0.5, 1.6, 0.7, 0.6, 11.9, 1.0, 0.8, 1.9, 0.8, 1.0, 5.8, 0.9, 5.5, 0.7, 0.5, 0.6, 0.5, 0.5, 0.3, 1.7, 22.5",6,2206.0266159695816,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pspsd,0.040655468285214345,38.159621715545654,"Predict, Speech, Predict, Speech, Detect","0.002625, 0.016507, 0.002619, 0.016513, 0.002391","7.360, 8.362, 7.336, 8.387, 6.715","508, 54, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12144.21484375,77,2646.5625,"0.5, 0.7, 0.7, 13.4, 2.7, 0.0, 0.8, 0.6, 2.9, 0.6, 0.4, 0.3, 0.4, 0.0, 0.3, 12.0, 1.8, 12.2, 13.5, 1.2, 4.7, 0.9, 0.7, 5.6, 0.5, 0.4, 0.6, 2.7, 0.4, 0.8, 0.9, 19.1",6,2329.547244094488,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pspsp,0.04081296019247594,40.76862859725952,"Predict, Speech, Predict, Speech, Predict","0.002587, 0.016523, 0.002572, 0.016558, 0.002572","7.360, 9.515, 7.275, 9.278, 7.340","508, 54, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12143.81640625,76,2646.5625,"0.6, 14.0, 1.4, 0.5, 7.4, 1.1, 1.1, 0.7, 2.4, 0.8, 0.5, 0.6, 0.7, 0.4, 0.3, 9.5, 3.4, 0.5, 0.1, 13.3, 5.7, 1.4, 2.0, 5.3, 0.6, 0.5, 0.6, 0.4, 0.0, 0.5, 1.6, 22.1",7,2297.2140221402215,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pspds,0.04062850240594926,38.76233625411987,"Predict, Speech, Predict, Detect, Speech","0.002613, 0.016417, 0.002745, 0.002448, 0.016406","7.398, 8.656, 7.583, 6.781, 8.345","508, 54, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12143.171875,74,2646.5625,"0.4, 0.1, 2.2, 0.9, 0.5, 0.6, 0.2, 5.5, 1.3, 0.3, 0.1, 0.1, 0.4, 0.5, 0.6, 26.7, 1.0, 1.2, 0.5, 18.8, 0.5, 0.5, 1.0, 0.7, 1.6, 1.7, 1.5, 0.9, 0.5, 0.8, 13.7, 17.4",5,2306.5116279069766,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pspdd,0.026554730023330416,36.3777117729187,"Predict, Speech, Predict, Detect, Detect","0.002563, 0.016649, 0.002587, 0.002376, 0.002379","7.319, 8.355, 7.304, 6.698, 6.701","508, 54, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12136.375,72,2646.5625,"0.9, 1.2, 13.7, 0.5, 4.5, 4.0, 0.6, 13.8, 0.8, 1.2, 0.5, 0.4, 0.8, 0.2, 3.4, 9.4, 0.5, 0.1, 0.5, 0.2, 9.6, 12.6, 0.9, 0.5, 0.6, 0.3, 0.1, 0.0, 0.0, 0.5, 5.4, 14.4",7,2386.301652892562,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pspdp,0.026896753280839895,37.643255949020386,"Predict, Speech, Predict, Detect, Predict","0.002578, 0.016748, 0.002563, 0.002419, 0.002590","7.329, 9.035, 7.300, 6.682, 7.297","508, 54, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12078.6171875,75,2646.5625,"0.6, 0.1, 0.9, 0.9, 1.1, 8.4, 2.0, 13.3, 1.2, 0.0, 0.1, 1.1, 0.2, 0.0, 0.7, 2.1, 2.1, 0.3, 12.7, 5.7, 0.3, 18.1, 0.2, 1.1, 0.3, 0.4, 0.2, 3.4, 0.1, 0.3, 6.6, 13.4",7,2375.438247011952,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
