episode,loss,val_loss,epsilon,reward,latency,deviation,access_rate,strategy,prediction_time
368,,,0.9855999999999998,,0.0725014566929133,0.0245014566929133,0.8,explore,
369,,,0.9855999999999998,,0.0722869094488188,0.024286909448818797,0.4,exploit,
370,,,0.9855999999999998,,0.2695014566929133,0.22150145669291332,0.2,explore,
371,,,0.9855999999999998,,0.1005802592592592,0.0525802592592592,0.6,explore,
372,,,0.9855999999999998,,0.34016388000000003,0.29216388000000004,0.4,explore,
373,,,0.9855999999999998,,0.1275802592592592,0.0795802592592592,0.8,explore,
374,,,0.9855999999999998,,0.4272489901574803,0.3792489901574803,0.4,explore,
375,,,0.9855999999999998,,0.0760014566929133,0.028001456692913304,0.2,explore,
376,,,0.9855999999999998,,0.1372869094488188,0.0892869094488188,0.2,explore,
377,,,0.9855999999999998,,0.061501456692913306,0.013501456692913305,0.4,explore,
378,,,0.9855999999999998,,0.1435014566929133,0.09550145669291331,0.6,explore,
379,,,0.9855999999999998,,0.1015802592592592,0.0535802592592592,0.6,explore,
380,,,0.9855999999999998,,0.0890802592592592,0.041080259259259205,0.6,explore,
381,,,0.9855999999999998,,0.6743091999999999,0.6263091999999999,0.4,explore,
382,,,0.9855999999999998,,0.5571829019607842,0.5091829019607842,0.4,explore,
383,,,0.9855999999999998,,0.1040802592592592,0.056080259259259205,0.6,explore,
384,,,0.9855999999999998,,0.0670014566929133,0.019001456692913296,0.8,explore,
385,,,0.9855999999999998,,0.21700145669291332,0.16900145669291333,0.6,explore,
386,,,0.9855999999999998,,0.1035802592592592,0.055580259259259204,0.6,explore,
387,,,0.9855999999999998,,0.0682869094488188,0.020286909448818793,0.4,explore,
388,,,0.9855999999999998,,0.0920802592592592,0.044080259259259194,0.2,explore,
389,,,0.9855999999999998,,0.20908025925925922,0.16108025925925923,0.8,explore,
390,,,0.9837999999999998,,0.0712869094488188,0.023286909448818796,0.8,explore,
391,,,0.9837999999999998,,0.9171829019607842,0.8691829019607842,0.2,explore,
392,,,0.9837999999999998,,0.1310802592592592,0.0830802592592592,0.4,exploit,
393,,,0.9837999999999998,,0.0925802592592592,0.044580259259259195,0.8,explore,
394,,,0.9837999999999998,,0.059501456692913304,0.011501456692913303,0.6,explore,
395,,,0.9837999999999998,,0.5323895846456691,0.4843895846456691,0.4,explore,
396,,,0.9837999999999998,,0.09058025925925921,0.04258025925925921,0.4,explore,
397,,,0.9837999999999998,,0.0985802592592592,0.0505802592592592,0.6,explore,
398,,,0.9837999999999998,,0.1735014566929133,0.1255014566929133,0.6,explore,
399,,,0.9837999999999998,,0.060501456692913305,0.012501456692913304,0.6,explore,
400,,,0.9837999999999998,,0.1050802592592592,0.057080259259259206,0.6,explore,
401,,,0.9837999999999998,,0.44081661,0.39281661,0.2,explore,
402,,,0.9837999999999998,,0.9162489901574802,0.8682489901574801,0.6,explore,
403,,,0.9837999999999998,,0.1620014566929133,0.1140014566929133,0.4,explore,
404,,,0.9837999999999998,,0.1325802592592592,0.0845802592592592,0.8,explore,
405,,,0.9837999999999998,,0.0775014566929133,0.029501456692913305,0.2,explore,
406,,,0.9837999999999998,,0.06378690944881879,0.01578690944881879,0.6,explore,
407,,,0.9837999999999998,,0.0767869094488188,0.0287869094488188,0.6,explore,
408,,,0.9837999999999998,,0.0630014566929133,0.015001456692913293,0.6,explore,
409,,,0.9837999999999998,,0.0887869094488188,0.0407869094488188,0.6,explore,
410,,,0.9837999999999998,,0.3825802592592592,0.3345802592592592,0.6,explore,
411,,,0.9837999999999998,,0.0935802592592592,0.045580259259259195,0.4,exploit,
412,,,0.9837999999999998,,0.0940802592592592,0.046080259259259196,0.6,explore,
413,,,0.9837999999999998,,0.4883091999999999,0.4403091999999999,0.2,explore,
414,,,0.9837999999999998,,0.2610014566929133,0.21300145669291332,0.4,explore,
415,,,0.9837999999999998,,0.8017489901574802,0.7537489901574802,0.6,explore,
416,,,0.9837999999999998,,0.3583091999999999,0.3103091999999999,0.4,explore,
417,,,0.9837999999999998,,0.0955802592592592,0.0475802592592592,0.8,explore,
418,,,0.9837999999999998,,0.1105802592592592,0.0625802592592592,0.4,explore,
419,,,0.9837999999999998,,0.0852869094488188,0.037286909448818795,0.2,explore,
420,,,0.9819999999999998,,0.0677869094488188,0.019786909448818793,0.6,explore,
421,,,0.9819999999999998,,0.5323182360000001,0.48431823600000007,0.2,explore,
422,,,0.9819999999999998,,0.7722489901574802,0.7242489901574801,0.2,explore,
423,,,0.9819999999999998,,0.0747869094488188,0.0267869094488188,0.4,explore,
424,,,0.9819999999999998,,0.0955802592592592,0.0475802592592592,0.6,explore,
425,,,0.9819999999999998,,0.0575014566929133,0.009501456692913302,0.8,explore,
426,,,0.9819999999999998,,0.1427869094488188,0.0947869094488188,0.6,explore,
427,,,0.9819999999999998,,0.0582869094488188,0.010286909448818798,0.8,explore,
428,,,0.9819999999999998,,0.21008025925925922,0.16208025925925923,0.4,explore,
429,,,0.9819999999999998,,0.1030802592592592,0.055080259259259204,0.6,explore,
430,,,0.9819999999999998,,0.0675014566929133,0.019501456692913297,0.6,explore,
431,,,0.9819999999999998,,0.06628690944881879,0.01828690944881879,1.0,explore,
432,,,0.9819999999999998,,0.47518290196078433,0.42718290196078434,0.6,explore,
433,,,0.9819999999999998,,0.0677869094488188,0.019786909448818793,0.6,explore,
434,,,0.9819999999999998,,0.1035014566929133,0.0555014566929133,0.6,explore,
435,,,0.9819999999999998,,0.0645014566929133,0.016501456692913294,0.4,exploit,
436,,,0.9819999999999998,,0.0677869094488188,0.019786909448818793,0.4,explore,
437,,,0.9819999999999998,,0.06628690944881879,0.01828690944881879,0.8,explore,
438,,,0.9819999999999998,,0.0925802592592592,0.044580259259259195,0.4,explore,
439,,,0.9819999999999998,,0.8677489901574802,0.8197489901574802,0.2,explore,
440,,,0.9819999999999998,,0.0975014566929133,0.049501456692913295,0.4,explore,
441,,,0.9819999999999998,,0.18408025925925922,0.1360802592592592,0.2,explore,
442,,,0.9819999999999998,,0.0990802592592592,0.0510802592592592,0.8,explore,
443,,,0.9819999999999998,,0.0955014566929133,0.047501456692913294,0.6,explore,
444,,,0.9819999999999998,,0.0692869094488188,0.021286909448818794,0.6,explore,
445,,,0.9819999999999998,,0.06278690944881879,0.014786909448818789,0.4,explore,
446,,,0.9819999999999998,,0.1025014566929133,0.0545014566929133,0.4,explore,
447,,,0.9819999999999998,,0.0680014566929133,0.020001456692913297,0.6,explore,
448,,,0.9819999999999998,,0.2005014566929133,0.15250145669291332,0.6,explore,
449,,,0.9819999999999998,,0.0682869094488188,0.020286909448818793,0.6,explore,
